HSCode,Commodity,value,country,year
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",307.38,U S A,2012
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",77.08,U S A,2012
50,SILK,0.42,U S A,2012
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",5.24,U S A,2012
52,COTTON.,92.83,U S A,2012
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.08,U S A,2012
54,MAN-MADE FILAMENTS.,19.87,U S A,2012
55,MAN-MADE STAPLE FIBRES.,32.75,U S A,2012
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",10.02,U S A,2012
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,11.38,U S A,2012
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.67,U S A,2012
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",11.1,U S A,2012
60,KNITTED OR CROCHETED FABRICS.,1.3,U S A,2012
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",1.86,U S A,2012
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",3.15,U S A,2012
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,78.26,U S A,2012
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",6.41,U S A,2012
65,HEADGEAR AND PARTS THEREOF.,1.02,U S A,2012
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.01,U S A,2012
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.14,U S A,2012
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",28.34,U S A,2012
69,CERAMIC PRODUCTS.,10.55,U S A,2012
70,GLASS AND GLASSWARE.,80.61,U S A,2012
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",4374.26,U S A,2012
72,IRON AND STEEL,806.58,U S A,2012
73,ARTICLES OF IRON OR STEEL,238.99,U S A,2012
74,COPPER AND ARTICLES THEREOF.,64.85,U S A,2012
75,NICKEL AND ARTICLES THEREOF.,19.94,U S A,2012
76,ALUMINIUM AND ARTICLES THEREOF.,133.08,U S A,2012
78,LEAD AND ARTICLES THEREOF.,15.08,U S A,2012
79,ZINC AND ARTICLES THEREOF.,14.95,U S A,2012
80,TIN AND ARTICLES THEREOF.,0.08,U S A,2012
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,28.76,U S A,2012
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",72.58,U S A,2012
83,MISCELLANEOUS ARTICLES OF BASE METAL.,30.23,U S A,2012
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2956.44,U S A,2012
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1493.12,U S A,2012
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",65.72,U S A,2012
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",209.43,U S A,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1662.5,U S A,2012
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",181.03,U S A,2012
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1439.77,U S A,2012
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.6,U S A,2012
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.63,U S A,2012
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.27,U S A,2012
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",43.96,U S A,2012
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",31.04,U S A,2012
96,MISCELLANEOUS MANUFACTURED ARTICLES.,23.84,U S A,2012
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,5.26,U S A,2012
98,PROJECT GOODS; SOME SPECIAL USES.,408.14,U S A,2012
99,MISCELLANEOUS GOODS.,1988.05,U S A,2012
1,LIVE ANIMALS.,4.07,U S A,2013
2,MEAT AND EDIBLE MEAT OFFAL.,0,U S A,2013
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",6.37,U S A,2013
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",5.86,U S A,2013
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",11.96,U S A,2013
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.5,U S A,2013
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,113.16,U S A,2013
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,479.89,U S A,2013
9,"COFFEE, TEA, MATE AND SPICES.",1.69,U S A,2013
10,CEREALS.,0.49,U S A,2013
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.09,U S A,2013
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",9.35,U S A,2013
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",17.11,U S A,2013
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.09,U S A,2013
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,31.73,U S A,2013
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.04,U S A,2013
17,SUGARS AND SUGAR CONFECTIONERY.,15.55,U S A,2013
18,COCOA AND COCOA PREPARATIONS.,1.33,U S A,2013
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.57,U S A,2013
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",10.5,U S A,2013
21,MISCELLANEOUS EDIBLE PREPARATIONS.,36.35,U S A,2013
22,"BEVERAGES, SPIRITS AND VINEGAR.",44.31,U S A,2013
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,15.61,U S A,2013
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.28,U S A,2013
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",27.03,U S A,2013
26,"ORES, SLAG AND ASH.",38.25,U S A,2013
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1530.79,U S A,2013
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",410.49,U S A,2013
29,ORGANIC CHEMICALS,868.04,U S A,2013
30,PHARMACEUTICAL PRODUCTS,271.28,U S A,2013
31,FERTILISERS.,342.78,U S A,2013
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",121.68,U S A,2013
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",44.17,U S A,2013
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",92.63,U S A,2013
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,49.79,U S A,2013
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,6.84,U S A,2013
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,82.29,U S A,2013
38,MISCELLANEOUS CHEMICAL PRODUCTS.,851.87,U S A,2013
39,PLASTIC AND ARTICLES THEREOF.,847.84,U S A,2013
40,RUBBER AND ARTICLES THEREOF.,186.77,U S A,2013
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,8.57,U S A,2013
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",6.49,U S A,2013
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.02,U S A,2013
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,48.63,U S A,2013
45,CORK AND ARTICLES OF CORK.,0.12,U S A,2013
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,U S A,2013
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,415.02,U S A,2013
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",318.04,U S A,2013
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",91.53,U S A,2013
50,SILK,0.16,U S A,2013
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",9.41,U S A,2013
52,COTTON.,108.9,U S A,2013
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.11,U S A,2013
54,MAN-MADE FILAMENTS.,16.16,U S A,2013
55,MAN-MADE STAPLE FIBRES.,35.05,U S A,2013
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",14.88,U S A,2013
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,9.6,U S A,2013
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.46,U S A,2013
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",10.16,U S A,2013
60,KNITTED OR CROCHETED FABRICS.,0.99,U S A,2013
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",3.16,U S A,2013
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",3.84,U S A,2013
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,77.96,U S A,2013
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",4.61,U S A,2013
65,HEADGEAR AND PARTS THEREOF.,0.63,U S A,2013
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.01,U S A,2013
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.14,U S A,2013
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",21.22,U S A,2013
69,CERAMIC PRODUCTS.,10.46,U S A,2013
70,GLASS AND GLASSWARE.,101.6,U S A,2013
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2131.3,U S A,2013
72,IRON AND STEEL,371.11,U S A,2013
73,ARTICLES OF IRON OR STEEL,237,U S A,2013
74,COPPER AND ARTICLES THEREOF.,51.49,U S A,2013
75,NICKEL AND ARTICLES THEREOF.,17.57,U S A,2013
76,ALUMINIUM AND ARTICLES THEREOF.,120.64,U S A,2013
78,LEAD AND ARTICLES THEREOF.,23.58,U S A,2013
79,ZINC AND ARTICLES THEREOF.,17.75,U S A,2013
80,TIN AND ARTICLES THEREOF.,0.08,U S A,2013
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,23.47,U S A,2013
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",92.61,U S A,2013
83,MISCELLANEOUS ARTICLES OF BASE METAL.,35.52,U S A,2013
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2722.99,U S A,2013
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1382.13,U S A,2013
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",31.42,U S A,2013
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",136.08,U S A,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1973.15,U S A,2013
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",620.69,U S A,2013
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1426.84,U S A,2013
91,CLOCKS AND WATCHES AND PARTS THEREOF.,1.38,U S A,2013
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.69,U S A,2013
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,3.37,U S A,2013
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",41.34,U S A,2013
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",24.88,U S A,2013
96,MISCELLANEOUS MANUFACTURED ARTICLES.,20.9,U S A,2013
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,8.39,U S A,2013
98,PROJECT GOODS; SOME SPECIAL USES.,335.13,U S A,2013
99,MISCELLANEOUS GOODS.,2751.91,U S A,2013
1,LIVE ANIMALS.,3.9,U S A,2014
2,MEAT AND EDIBLE MEAT OFFAL.,0,U S A,2014
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",12.96,U S A,2014
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",4.63,U S A,2014
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",12.73,U S A,2014
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.37,U S A,2014
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,169.51,U S A,2014
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,552.25,U S A,2014
9,"COFFEE, TEA, MATE AND SPICES.",2.11,U S A,2014
10,CEREALS.,0.5,U S A,2014
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.56,U S A,2014
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",14.61,U S A,2014
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",17.97,U S A,2014
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.02,U S A,2014
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,3.36,U S A,2014
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",,U S A,2014
17,SUGARS AND SUGAR CONFECTIONERY.,15.62,U S A,2014
18,COCOA AND COCOA PREPARATIONS.,2.76,U S A,2014
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.83,U S A,2014
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",9.67,U S A,2014
21,MISCELLANEOUS EDIBLE PREPARATIONS.,41.06,U S A,2014
22,"BEVERAGES, SPIRITS AND VINEGAR.",64.08,U S A,2014
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,17.04,U S A,2014
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.67,U S A,2014
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",30.26,U S A,2014
26,"ORES, SLAG AND ASH.",27.56,U S A,2014
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1458.07,U S A,2014
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",373.33,U S A,2014
29,ORGANIC CHEMICALS,750.07,U S A,2014
30,PHARMACEUTICAL PRODUCTS,301.31,U S A,2014
31,FERTILISERS.,303.99,U S A,2014
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",122.6,U S A,2014
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",58.42,U S A,2014
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",107.02,U S A,2014
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,61.96,U S A,2014
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,4.79,U S A,2014
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,82.08,U S A,2014
38,MISCELLANEOUS CHEMICAL PRODUCTS.,776.42,U S A,2014
39,PLASTIC AND ARTICLES THEREOF.,831.21,U S A,2014
40,RUBBER AND ARTICLES THEREOF.,225.67,U S A,2014
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,10.98,U S A,2014
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",6.4,U S A,2014
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0,U S A,2014
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,57.39,U S A,2014
45,CORK AND ARTICLES OF CORK.,0.11,U S A,2014
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,U S A,2014
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,584.3,U S A,2014
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",245.42,U S A,2014
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",104.36,U S A,2014
50,SILK,0.1,U S A,2014
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",9.4,U S A,2014
52,COTTON.,94.5,U S A,2014
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.03,U S A,2014
54,MAN-MADE FILAMENTS.,17.24,U S A,2014
55,MAN-MADE STAPLE FIBRES.,31,U S A,2014
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",24.63,U S A,2014
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,12.01,U S A,2014
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,2.5,U S A,2014
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",12.25,U S A,2014
60,KNITTED OR CROCHETED FABRICS.,0.93,U S A,2014
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",2.89,U S A,2014
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",5.53,U S A,2014
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,78.58,U S A,2014
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",3.83,U S A,2014
65,HEADGEAR AND PARTS THEREOF.,0.83,U S A,2014
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.01,U S A,2014
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.24,U S A,2014
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",32.2,U S A,2014
69,CERAMIC PRODUCTS.,37.34,U S A,2014
70,GLASS AND GLASSWARE.,135.67,U S A,2014
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",3521.72,U S A,2014
72,IRON AND STEEL,357.68,U S A,2014
73,ARTICLES OF IRON OR STEEL,230.17,U S A,2014
74,COPPER AND ARTICLES THEREOF.,82.57,U S A,2014
75,NICKEL AND ARTICLES THEREOF.,26.25,U S A,2014
76,ALUMINIUM AND ARTICLES THEREOF.,162.88,U S A,2014
78,LEAD AND ARTICLES THEREOF.,30.91,U S A,2014
79,ZINC AND ARTICLES THEREOF.,28.25,U S A,2014
80,TIN AND ARTICLES THEREOF.,0.12,U S A,2014
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,24.65,U S A,2014
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",67.42,U S A,2014
83,MISCELLANEOUS ARTICLES OF BASE METAL.,38.19,U S A,2014
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",3010.04,U S A,2014
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1712.99,U S A,2014
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",55.8,U S A,2014
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",193.64,U S A,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2333.57,U S A,2014
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",99.3,U S A,2014
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1396.36,U S A,2014
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.51,U S A,2014
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.83,U S A,2014
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,2.65,U S A,2014
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",57.17,U S A,2014
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",16.58,U S A,2014
96,MISCELLANEOUS MANUFACTURED ARTICLES.,22.38,U S A,2014
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,24.56,U S A,2014
98,PROJECT GOODS; SOME SPECIAL USES.,195.16,U S A,2014
