HSCode,Commodity,value,country,year
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",66.41,U S A,2017
50,SILK,0.07,U S A,2017
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2.93,U S A,2017
52,COTTON.,461.93,U S A,2017
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.07,U S A,2017
54,MAN-MADE FILAMENTS.,25.4,U S A,2017
55,MAN-MADE STAPLE FIBRES.,17.76,U S A,2017
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",22.91,U S A,2017
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,11.84,U S A,2017
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.99,U S A,2017
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",12.43,U S A,2017
60,KNITTED OR CROCHETED FABRICS.,0.9,U S A,2017
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.74,U S A,2017
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",3.87,U S A,2017
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,64.28,U S A,2017
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.09,U S A,2017
65,HEADGEAR AND PARTS THEREOF.,0.72,U S A,2017
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.04,U S A,2017
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.16,U S A,2017
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",53.56,U S A,2017
69,CERAMIC PRODUCTS.,28.03,U S A,2017
70,GLASS AND GLASSWARE.,135.8,U S A,2017
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2762.73,U S A,2017
72,IRON AND STEEL,455.93,U S A,2017
73,ARTICLES OF IRON OR STEEL,256.5,U S A,2017
74,COPPER AND ARTICLES THEREOF.,103.01,U S A,2017
75,NICKEL AND ARTICLES THEREOF.,37.75,U S A,2017
76,ALUMINIUM AND ARTICLES THEREOF.,223.4,U S A,2017
78,LEAD AND ARTICLES THEREOF.,52.86,U S A,2017
79,ZINC AND ARTICLES THEREOF.,35.51,U S A,2017
80,TIN AND ARTICLES THEREOF.,0.03,U S A,2017
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,29.27,U S A,2017
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",65.88,U S A,2017
83,MISCELLANEOUS ARTICLES OF BASE METAL.,40.13,U S A,2017
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",4448.13,U S A,2017
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1754.82,U S A,2017
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",29.14,U S A,2017
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",321.53,U S A,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2049.61,U S A,2017
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",17.61,U S A,2017
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1596.97,U S A,2017
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.87,U S A,2017
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,5.92,U S A,2017
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.3,U S A,2017
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",49.58,U S A,2017
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",29.15,U S A,2017
96,MISCELLANEOUS MANUFACTURED ARTICLES.,21.94,U S A,2017
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,7.61,U S A,2017
98,PROJECT GOODS; SOME SPECIAL USES.,169.79,U S A,2017
99,MISCELLANEOUS GOODS.,0.13,U S A,2017
1,LIVE ANIMALS.,3.17,U S A,2018
2,MEAT AND EDIBLE MEAT OFFAL.,0.1,U S A,2018
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",19.93,U S A,2018
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.81,U S A,2018
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",24.84,U S A,2018
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.48,U S A,2018
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,15.2,U S A,2018
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,840.8,U S A,2018
9,"COFFEE, TEA, MATE AND SPICES.",2.75,U S A,2018
10,CEREALS.,2.58,U S A,2018
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,2.6,U S A,2018
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",12.18,U S A,2018
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",18.53,U S A,2018
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.06,U S A,2018
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,8.66,U S A,2018
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",1.07,U S A,2018
17,SUGARS AND SUGAR CONFECTIONERY.,16.73,U S A,2018
18,COCOA AND COCOA PREPARATIONS.,4.26,U S A,2018
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.04,U S A,2018
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",10.07,U S A,2018
21,MISCELLANEOUS EDIBLE PREPARATIONS.,106.81,U S A,2018
22,"BEVERAGES, SPIRITS AND VINEGAR.",270.34,U S A,2018
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,27.03,U S A,2018
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.68,U S A,2018
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",40.7,U S A,2018
26,"ORES, SLAG AND ASH.",26.45,U S A,2018
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",7294.36,U S A,2018
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",459.47,U S A,2018
29,ORGANIC CHEMICALS,1855.25,U S A,2018
30,PHARMACEUTICAL PRODUCTS,278.91,U S A,2018
31,FERTILISERS.,110.59,U S A,2018
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",160.16,U S A,2018
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",74.98,U S A,2018
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",113.8,U S A,2018
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,87.6,U S A,2018
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,6.65,U S A,2018
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,60.75,U S A,2018
38,MISCELLANEOUS CHEMICAL PRODUCTS.,959.66,U S A,2018
39,PLASTIC AND ARTICLES THEREOF.,1088.94,U S A,2018
40,RUBBER AND ARTICLES THEREOF.,213.09,U S A,2018
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,10.51,U S A,2018
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",7.78,U S A,2018
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.02,U S A,2018
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,58.5,U S A,2018
45,CORK AND ARTICLES OF CORK.,0.16,U S A,2018
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,U S A,2018
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,759.45,U S A,2018
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",252.74,U S A,2018
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",75.21,U S A,2018
50,SILK,0.06,U S A,2018
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2.47,U S A,2018
52,COTTON.,347.01,U S A,2018
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.92,U S A,2018
54,MAN-MADE FILAMENTS.,25.1,U S A,2018
55,MAN-MADE STAPLE FIBRES.,22.86,U S A,2018
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",22.41,U S A,2018
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,10.66,U S A,2018
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.6,U S A,2018
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",24.14,U S A,2018
60,KNITTED OR CROCHETED FABRICS.,1.59,U S A,2018
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",2.02,U S A,2018
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",3.4,U S A,2018
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,72.78,U S A,2018
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",7.81,U S A,2018
65,HEADGEAR AND PARTS THEREOF.,0.76,U S A,2018
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.03,U S A,2018
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.28,U S A,2018
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",59.67,U S A,2018
69,CERAMIC PRODUCTS.,28.25,U S A,2018
70,GLASS AND GLASSWARE.,146.65,U S A,2018
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",8230.09,U S A,2018
72,IRON AND STEEL,518.4,U S A,2018
73,ARTICLES OF IRON OR STEEL,242.89,U S A,2018
74,COPPER AND ARTICLES THEREOF.,212.29,U S A,2018
75,NICKEL AND ARTICLES THEREOF.,49.25,U S A,2018
76,ALUMINIUM AND ARTICLES THEREOF.,512.54,U S A,2018
78,LEAD AND ARTICLES THEREOF.,60.49,U S A,2018
79,ZINC AND ARTICLES THEREOF.,45.68,U S A,2018
80,TIN AND ARTICLES THEREOF.,0.03,U S A,2018
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,33.67,U S A,2018
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",54.53,U S A,2018
83,MISCELLANEOUS ARTICLES OF BASE METAL.,50.69,U S A,2018
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",3585.01,U S A,2018
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1852.93,U S A,2018
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",281.18,U S A,2018
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",370.95,U S A,2018
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1479.24,U S A,2018
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",73.6,U S A,2018
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1512.76,U S A,2018
91,CLOCKS AND WATCHES AND PARTS THEREOF.,1.43,U S A,2018
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.8,U S A,2018
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.09,U S A,2018
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",56.72,U S A,2018
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",28.49,U S A,2018
96,MISCELLANEOUS MANUFACTURED ARTICLES.,19.72,U S A,2018
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,37.04,U S A,2018
98,PROJECT GOODS; SOME SPECIAL USES.,66.77,U S A,2018
99,MISCELLANEOUS GOODS.,1.99,U S A,2018
1,LIVE ANIMALS.,4.29,U S A,2019
2,MEAT AND EDIBLE MEAT OFFAL.,0.28,U S A,2019
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",22.28,U S A,2019
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.5,U S A,2019
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",11.57,U S A,2019
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.54,U S A,2019
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,35.94,U S A,2019
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,879.49,U S A,2019
9,"COFFEE, TEA, MATE AND SPICES.",2.26,U S A,2019
10,CEREALS.,2.92,U S A,2019
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,2.2,U S A,2019
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",17.7,U S A,2019
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",13.53,U S A,2019
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0,U S A,2019
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,6.65,U S A,2019
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",2.21,U S A,2019
17,SUGARS AND SUGAR CONFECTIONERY.,25.2,U S A,2019
18,COCOA AND COCOA PREPARATIONS.,2.87,U S A,2019
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.48,U S A,2019
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",13.66,U S A,2019
21,MISCELLANEOUS EDIBLE PREPARATIONS.,63.93,U S A,2019
22,"BEVERAGES, SPIRITS AND VINEGAR.",270.24,U S A,2019
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,23.58,U S A,2019
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.52,U S A,2019
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",40.2,U S A,2019
26,"ORES, SLAG AND ASH.",15.57,U S A,2019
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",8300.24,U S A,2019
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",491.61,U S A,2019
29,ORGANIC CHEMICALS,1645.08,U S A,2019
30,PHARMACEUTICAL PRODUCTS,314.95,U S A,2019
31,FERTILISERS.,80.56,U S A,2019
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",125.81,U S A,2019
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",77.87,U S A,2019
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",110.66,U S A,2019
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,88.52,U S A,2019
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,3.75,U S A,2019
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,60.5,U S A,2019
38,MISCELLANEOUS CHEMICAL PRODUCTS.,895.89,U S A,2019
39,PLASTIC AND ARTICLES THEREOF.,1111.16,U S A,2019
40,RUBBER AND ARTICLES THEREOF.,178.88,U S A,2019
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,11.03,U S A,2019
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",9.12,U S A,2019
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,U S A,2019
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,59.07,U S A,2019
45,CORK AND ARTICLES OF CORK.,0.18,U S A,2019
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.21,U S A,2019
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,664.71,U S A,2019
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",240.58,U S A,2019
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",67.44,U S A,2019
50,SILK,0.11,U S A,2019
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2.08,U S A,2019
52,COTTON.,620.18,U S A,2019
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,1.02,U S A,2019
54,MAN-MADE FILAMENTS.,21.03,U S A,2019
55,MAN-MADE STAPLE FIBRES.,21.05,U S A,2019
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",19.42,U S A,2019
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,11.24,U S A,2019
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.09,U S A,2019
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",27.55,U S A,2019
60,KNITTED OR CROCHETED FABRICS.,0.75,U S A,2019
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",2.5,U S A,2019
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",5.13,U S A,2019
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,82.13,U S A,2019
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",5.62,U S A,2019
65,HEADGEAR AND PARTS THEREOF.,0.9,U S A,2019
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.04,U S A,2019
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.23,U S A,2019
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",48.32,U S A,2019
69,CERAMIC PRODUCTS.,22.11,U S A,2019
70,GLASS AND GLASSWARE.,85.85,U S A,2019
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",6242.02,U S A,2019
72,IRON AND STEEL,523.39,U S A,2019
73,ARTICLES OF IRON OR STEEL,237.13,U S A,2019
74,COPPER AND ARTICLES THEREOF.,252.58,U S A,2019
75,NICKEL AND ARTICLES THEREOF.,70.04,U S A,2019
76,ALUMINIUM AND ARTICLES THEREOF.,514.81,U S A,2019
78,LEAD AND ARTICLES THEREOF.,59.93,U S A,2019
79,ZINC AND ARTICLES THEREOF.,43.07,U S A,2019
80,TIN AND ARTICLES THEREOF.,0.06,U S A,2019
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,33.64,U S A,2019
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",52.53,U S A,2019
83,MISCELLANEOUS ARTICLES OF BASE METAL.,45.37,U S A,2019
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",4657.82,U S A,2019
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",2219.03,U S A,2019
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",42.16,U S A,2019
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",308.14,U S A,2019
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1544.18,U S A,2019
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",298.06,U S A,2019
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1466.66,U S A,2019
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.89,U S A,2019
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.43,U S A,2019
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.86,U S A,2019
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",49.17,U S A,2019
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",24.7,U S A,2019
96,MISCELLANEOUS MANUFACTURED ARTICLES.,19.87,U S A,2019
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,31.23,U S A,2019
98,PROJECT GOODS; SOME SPECIAL USES.,101.85,U S A,2019
99,MISCELLANEOUS GOODS.,1.14,U S A,2019
1,LIVE ANIMALS.,3.51,U S A,2020
